Recording,Event name,Unit number,Global Pre-event M,Global Pre-event SD,Event M,Event Z-Score,sig,Event windows
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,66,38.18487394957983,57.15333443246174,26.3,-0.2079471664706496,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,68,48.63025210084034,19.325111258322142,49.1,0.024307642676953404,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,73,57.36134453781513,49.52339759261866,47.56666666666667,-0.1977787944139021,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,79,29.907563025210084,17.592966316373516,23.966666666666665,-0.3376858826253941,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,86,14.109243697478991,11.16401023996711,10.566666666666666,-0.3173211914594913,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,9,15.092436974789916,14.968870553845822,15.933333333333334,0.05617633979254191,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,95,0.17647058823529413,0.544600058689736,0.26666666666666666,0.165618928959312,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp,98,12.865546218487395,15.0650825452967,13.2,0.02220059402309879,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,13,80.50420168067227,33.593935514528255,68.13333333333334,-0.36824707072468305,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,22,269.43697478991595,34.437042459669975,285.1666666666667,0.45676663131487394,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,23,243.72268907563026,20.243029454811552,241.1,-0.1295601076649561,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,39,59.97478991596638,23.63676888754594,64.6,0.19567861013654045,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,45,6.025210084033613,4.600807720232804,7.1,0.23360896201765224,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,50,7.285714285714286,9.963077093050362,4.766666666666667,-0.25283831446057503,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,54,54.588235294117645,26.64784720669494,58.93333333333333,0.16305625011704636,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,58,105.0,47.91817254971439,80.4,-0.5133751704424425,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,6,3.1092436974789917,2.740269004664043,3.566666666666667,0.16692630118033075,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,60,10.53781512605042,13.691554113754043,9.033333333333333,-0.10988393137969185,not sig,30
20240319_160457_long_comp_subj_4-2_t5b5_merged.rec,low_comp_win,66,38.18487394957983,57.15333443246174,26.3,-0.2079471664706496,not sig,30
